"roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
121,-43.9,173,17,0.13,0.11,-0.16,47,46,-158,171,616,-304,51.5,79,-4.17,27,0.45,-0.51,0.79,-264,-42,-12,-255,328,572,55.43488507,-28.58723688,-93.0833161,16,0.29,0.02,-0.11,-45,84,-128,-559,279,18,0,0,0,41,1.16,0.58,0.67,-7,399,-38,-110,763,574,"A"
121,-43.8,173,17,0.11,0.11,-0.18,46,44,-159,167,601,-305,51.7,79.5,-4.45,27,0.4,-0.47,0.71,-264,-44,-11,-263,314,575,53.03783109,-27.22903169,-96.0748822,16,0.24,0.02,-0.07,-42,79,-128,-553,280,27,0,0,0,42,1.14,0.53,0.69,-15,406,-37,-105,761,562,"A"
121,-43.8,173,17,0.1,0.11,-0.16,47,45,-158,161,602,-312,51.2,80.7,-6,27,0.31,-0.4,0.56,-260,-44,-1,-261,327,575,56.36614847,-29.99035772,-91.40758441,16,0.21,0.03,-0.05,-47,85,-126,-555,271,26,0,0,0,46,1.22,0.18,0.56,-10,449,-37,-120,766,560,"A"
121,-43.8,173,17,0.08,0.11,-0.18,47,44,-158,169,607,-305,50.5,81,-7.04,27,0.22,-0.37,0.59,-265,-47,5,-261,313,586,56.28298734,-28.60069642,-92.28185258,17,0.21,0.08,-0.07,-46,87,-130,-562,279,20,0,0,0,47,1.25,0.13,0.52,-17,460,-33,-132,775,565,"A"
121,-43.7,173,17,0.08,0.11,-0.18,48,45,-157,165,608,-308,43.9,80.8,-14.6,27,-0.27,-0.21,0.51,-263,-36,32,-248,303,600,61.14662314,-26.00562496,-89.0497229,17,0.18,0.19,0.11,-43,96,-130,-562,278,9,0,0,0,50,1.46,-0.64,0.39,-17,486,-22,-162,787,575,"A"
121,-43.6,172,17,0.08,0.11,-0.21,48,44,-158,168,606,-304,29.7,75.2,-29.6,24,-1.19,0.11,0.43,-225,-25,64,-137,281,622,60.1,-27.1,-89.5,17,0.18,0.43,0.11,-45,95,-131,-555,308,11,0,0,0,51,1.56,-1.12,-0.02,-60,499,-17,-263,810,613,"A"
121,-43.7,173,18,0.08,0.13,-0.16,52,42,-158,162,610,-309,-6.97,-10.1,-53.9,14,-1.56,-0.18,0.95,75,-89,-73,734,3,135,49.91683025,-23.357525,-101.0171017,19,-0.05,-0.22,-0.3,-44,91,-161,-519,359,-21,0,0,0,44,1.12,-0.02,0.49,-395,162,29,-627,5,497,"A"
121,-43.7,173,18,0.11,0.11,-0.15,52,43,-158,170,606,-309,-7.92,-16.1,-51.1,16,-1.38,-0.26,1.13,98,-90,-84,751,-12,76,53.65651409,-26.38607537,-95.95653458,20,-0.08,-0.29,-0.39,-50,98,-157,-525,343,-11,0,0,0,42,1.11,0.26,0.43,-370,172,38,-625,-2,482,"A"
121,-43.8,173,18,0.13,0.11,-0.15,49,43,-159,167,605,-296,-11.2,-38.6,-36.8,23,-0.31,-0.29,0.64,137,-100,-147,756,-40,-73,59.65079786,-25.23391937,-90.87394423,18,0,-0.13,-0.03,-44,99,-139,-539,304,8,0,0,0,44,1.12,0.42,0.52,-397,160,32,-604,-56,453,"A"
121,-43.8,173,18,0.11,0.11,-0.15,46,45,-159,169,609,-295,-11.5,-41,-34.8,24,-0.18,-0.34,0.61,149,-102,-151,756,-54,-84,60.09975522,-22.93577213,-91.54183429,18,-0.05,-0.16,0.05,-39,97,-136,-547,303,7,0,0,0,43,1.03,0.31,0.54,-395,157,28,-606,-58,455,"A"
122,-43.8,173,18,0.1,0.11,-0.18,50,43,-159,175,611,-307,-9.88,-42.9,-33.1,24,0,-0.39,0.69,150,-96,-149,754,-44,-97,51.93863882,-32.30197403,-94.07625759,18,-0.03,-0.13,0,-55,86,-140,-548,297,9,0,0,0,43,1.03,0.64,0.49,-395,134,23,-601,-59,448,"A"
122,-43.7,173,18,0.1,0.11,-0.18,50,44,-160,163,607,-314,-8.81,-44.1,-32.3,24,0.05,-0.4,0.67,155,-107,-146,748,-48,-97,56.09504136,-25.16653129,-94.29692443,18,0.03,-0.03,-0.05,-44,94,-143,-554,287,11,0,0,0,40,0.88,0.79,0.39,-375,112,10,-601,-52,450,"A"
122,-43.7,173,17,0.11,0.11,-0.16,49,43,-158,166,599,-311,-6.03,-44.7,-31.8,25,0.14,-0.42,0.69,155,-106,-152,750,-55,-108,56.44080872,-30.97751409,-90.75443925,18,0.06,0.02,-0.1,-53,93,-137,-554,286,8,0,0,0,37,0.74,1.43,0.43,-351,91,13,-621,-28,481,"A"
122,-43.7,173,17,0.13,0.11,-0.16,50,42,-158,168,609,-308,-5.05,-44.9,-31.7,24,0.16,-0.42,0.67,158,-105,-140,759,-61,-110,56.9256463,-22.80051354,-94.65549491,18,0.03,0.1,-0.07,-39,93,-140,-557,296,20,0,0,0,37,0.61,1.62,0.54,-347,94,10,-625,-10,488,"A"
122,-43.7,173,17,0.11,0.11,-0.15,49,44,-158,169,604,-305,-4.15,-45,-31.6,24,0.19,-0.42,0.69,163,-111,-134,752,-50,-114,55.37086236,-24.46774038,-95.33432449,17,0.05,0.1,-0.05,-41,89,-138,-552,284,20,0,0,0,36,0.61,2.01,0.59,-331,112,7,-635,15,499,"A"
122,-43.7,173,17,0.11,0.11,-0.15,48,45,-158,169,614,-310,-2.99,-45,-31.5,24,0.21,-0.42,0.71,157,-106,-146,753,-49,-106,52.6191982,-28.27781131,-95.87462344,16,0.06,0.02,0.02,-45,81,-132,-557,293,9,0,0,0,35,0.69,2.26,0.59,-318,126,16,-636,40,509,"A"
122,-43.7,173,17,0.11,0.11,-0.16,48,46,-157,173,613,-292,0.9,-45.3,-31.3,25,0.26,-0.45,0.74,159,-111,-147,755,-59,-114,48.55885918,-31.84785484,-97.39543809,17,0.06,0,-0.11,-53,79,-140,-552,284,27,0,0,0,38,0.66,2.87,0.9,-308,207,23,-676,173,592,"A"
122,-43.7,173,18,0.1,0.11,-0.2,49,45,-161,162,606,-308,4.88,-44.6,-31.7,27,0.45,-0.59,0.89,142,-125,-182,758,-52,-114,53.07040931,-28.36545714,-95.40760949,17,0.08,-0.02,-0.1,-47,85,-137,-556,282,29,0,0,0,42,0.47,3,1.12,-317,266,35,-706,316,665,"A"
122,-43.6,173,18,0.08,0.1,-0.21,47,44,-161,166,602,-304,8.39,-43.2,-32.5,26,0.8,-0.75,1.12,124,-114,-189,764,-52,-82,50.87232825,-31.09626131,-95.79521946,16,0.08,-0.02,-0.11,-49,78,-131,-558,276,20,0,0,0,45,0.47,2.99,0.9,-307,315,35,-711,387,706,"A"
122,-43.6,173,18,0.08,0.11,-0.2,49,42,-159,158,610,-304,10.9,-41.9,-32.6,25,1.25,-0.98,1.1,112,-112,-183,758,-49,-63,56.41177317,-32.14489577,-90.07264624,17,0.03,0.06,-0.1,-52,88,-129,-555,273,33,0,0,0,44,0.45,3.03,0.92,-289,318,48,-709,461,738,"A"
122,-43.5,172,18,0.11,0.11,-0.2,49,45,-160,162,610,-303,13.4,-37.2,-31.3,19,2.2,-1.25,1.08,91,-90,-136,759,-3,17,57.01948888,-33.97034236,-88.36216389,15,-0.02,0.21,0.25,-50,81,-116,-551,285,31,0,0,0,44,0.61,2.75,1.54,-238,355,53,-676,594,787,"A"
122,-43.5,172,17,0.11,0.11,-0.18,48,46,-158,163,602,-298,13.5,-29.2,-29.5,12,2.59,-1.41,0.97,75,-68,-58,726,56,145,36.47963269,-37.9526314,-103.0572972,15,-0.02,-0.02,0.02,-54,52,-125,-538,294,42,0,0,0,49,0.56,2.49,1.25,-223,427,28,-632,674,792,"A"
121,-43.6,173,18,0.06,0.11,-0.2,49,45,-159,164,612,-299,-48.1,61.9,-115,24,-2.25,0.43,0.05,-185,-49,131,57,169,654,54.56950404,-19.16339971,-98.50082468,21,0.19,0.05,-0.1,-40,109,-175,-520,362,-50,0,0,0,41,0.88,0.42,0.38,-384,105,16,-552,-149,390,"A"
121,-43.6,173,17,0.06,0.11,-0.2,47,45,-158,160,610,-305,-39,58.1,-103,22,-2.6,0.51,-0.02,-179,-48,109,140,136,640,53.04838334,-19.69690872,-99.74106764,21,0.13,0,-0.16,-41,106,-176,-518,357,-44,0,0,0,41,0.92,0.67,0.31,-389,111,17,-555,-148,397,"A"
121,-43.5,173,18,0.06,0.11,-0.2,48,45,-159,163,610,-311,-35,55.5,-97.5,20,-2.73,0.48,-0.02,-153,-66,106,211,118,631,54.51383467,-19.63041447,-98.36275919,21,0.11,-0.03,-0.15,-41,109,-175,-522,356,-47,0,0,0,41,0.96,0.82,0.28,-390,107,20,-557,-143,399,"A"
121,-43.4,173,18,0.08,0.11,-0.18,49,43,-159,163,607,-306,-23.8,43.4,-81.6,16,-2.94,0.14,0.49,-113,-83,74,403,44,546,51.43879694,-19.41596103,-101.3985452,21,0.1,-0.13,-0.21,-40,102,-176,-527,347,-44,0,0,0,41,1.08,0.95,0.52,-380,118,22,-563,-147,400,"A"
121,-43.4,173,18,0.1,0.11,-0.18,50,46,-158,163,612,-293,-22,40.2,-78.8,15,-2.94,0.06,0.61,-93,-93,67,456,26,508,52.27166888,-20.00567694,-100.3523249,21,0.08,-0.14,-0.3,-41,103,-174,-521,345,-28,0,0,0,41,1.12,0.92,0.62,-386,113,23,-569,-130,394,"A"
121,-43.4,173,17,0.11,0.11,-0.18,49,44,-158,161,608,-299,-18.9,33.5,-73.7,12,-2.81,-0.03,0.64,-66,-95,37,533,6,447,55.08632586,-22.69666053,-96.4603366,21,0.02,-0.13,-0.28,-46,107,-168,-530,348,-38,0,0,0,42,1.03,1.01,0.71,-395,124,9,-581,-115,403,"A"
121,-43.4,172,17,0.1,0.13,-0.2,49,46,-157,164,603,-302,-15.9,10.8,-59.9,13,-2.34,-0.26,0.62,25,-124,-34,710,-67,206,48.50035064,-27.04393902,-100.3526818,19,-0.13,-0.32,-0.33,-51,89,-161,-544,320,-9,0,0,0,40,0.82,1.75,0.36,-369,141,17,-621,-21,453,"A"
121,-43.4,173,18,0.13,0.11,-0.16,51,46,-158,161,606,-298,-17.3,-2.45,-53.7,16,-1.89,-0.4,0.79,73,-118,-80,747,-77,85,53.34247771,-28.25930415,-95.21599019,19,-0.13,-0.24,-0.1,-51,93,-149,-554,295,5,0,0,0,39,0.82,2.14,0.57,-352,151,29,-651,59,494,"A"
121,-43.5,173,17,0.1,0.13,-0.2,50,43,-157,162,606,-302,-18.8,-28.9,-36.7,28,-0.55,-0.53,0.72,159,-127,-190,734,-93,-173,51.7365919,-25.93531367,-97.98735556,17,-0.06,0.02,0.2,-42,81,-136,-555,286,18,0,0,0,48,1.01,2.59,0.98,-326,336,21,-697,455,611,"A"
121,-43.5,173,17,0.1,0.11,-0.16,50,43,-155,166,614,-307,-17,-30.5,-35.6,29,-0.32,-0.53,0.64,152,-121,-207,732,-89,-188,51.80352803,-32.43922495,-94.11151381,18,0.03,0.1,0.1,-56,87,-142,-554,289,29,0,0,0,50,0.83,2.89,1.03,-278,406,-9,-684,506,616,"A"
122,-43,170,17,0.1,0.11,-0.2,48,46,-154,166,610,-293,-107,62.1,-52.2,29,0.27,-0.39,0.66,-277,-59,-8,-342,262,593,57.19708199,-17.97860698,-96.42142603,21,0.03,-0.18,-0.21,-37,112,-170,-505,364,-28,0,0,0,42,0.64,-1.93,-0.21,-329,242,-18,-664,125,423,"A"
122,-43,170,17,0.1,0.11,-0.2,47,44,-154,158,613,-303,-107,61.8,-52.9,29,0.19,-0.34,0.59,-275,-55,-4,-341,262,603,57.1972119,-18.98453932,-96.03390165,21,-0.03,-0.16,-0.23,-38,109,-165,-511,360,-22,0,0,0,42,0.66,-1.59,-0.33,-346,229,-21,-658,103,420,"A"
122,-43,170,17,0.11,0.11,-0.18,49,43,-154,162,614,-299,-105,61,-54.7,29,0.05,-0.26,0.52,-273,-64,-11,-331,250,592,55.88692374,-19.76653428,-96.98463088,21,0.03,-0.21,-0.2,-40,108,-168,-515,354,-22,0,0,0,37,0.93,-1.45,-0.03,-325,170,16,-634,-6,390,"A"
122,-43,170,17,0.13,0.11,-0.16,49,45,-156,165,616,-296,-103,60.6,-55.5,29,0,-0.24,0.49,-272,-69,-17,-307,250,609,56.91695859,-22.04037841,-95.01166895,20,-0.1,-0.22,-0.3,-43,106,-160,-521,350,-14,0,0,0,40,1.08,-1.24,0.26,-361,148,-1,-611,-55,363,"A"
121,-43.1,170,17,0.13,0.11,-0.16,48,44,-155,168,621,-300,-100,60,-56.5,29,-0.02,-0.29,0.62,-273,-77,-22,-296,234,616,54.96378671,-23.02527417,-96.42207843,20,-0.02,-0.27,-0.28,-45,103,-162,-523,339,-6,0,0,0,38,1.08,-0.85,0.26,-356,122,-3,-579,-125,338,"A"
121,-43.1,170,17,0.13,0.11,-0.15,48,45,-154,165,614,-291,-99.4,59.7,-56.8,29,-0.02,-0.32,0.69,-272,-79,-23,-297,237,613,59.67490574,-25.82973087,-90.55081429,20,-0.02,-0.29,-0.31,-50,110,-154,-532,330,-1,0,0,0,40,1.04,-0.79,0.28,-377,117,-3,-571,-142,331,"A"
121,-43.1,170,17,0.13,0.11,-0.15,46,46,-155,161,608,-302,-98.2,59.3,-57.2,29,-0.02,-0.37,0.75,-273,-76,-23,-287,240,619,61.1990131,-24.57209802,-89.71043592,20,0,-0.26,-0.23,-47,111,-151,-532,327,13,0,0,0,40,0.98,-0.66,0.23,-369,119,-5,-563,-155,326,"A"
121,-43.1,170,17,0.13,0.11,-0.16,46,46,-156,171,612,-291,-95.9,58.5,-57.9,29,-0.02,-0.4,0.75,-276,-72,-9,-271,235,620,54.78302824,-25.52906742,-95.35074371,19,0,-0.26,-0.11,-48,99,-155,-535,323,20,0,0,0,39,0.96,-0.37,0.15,-376,84,-1,-541,-181,310,"A"
121,-43.1,170,17,0.11,0.11,-0.18,48,44,-154,164,612,-305,-94.9,58.1,-58.2,29,-0.02,-0.42,0.72,-273,-69,-3,-272,232,623,56.39426414,-27.0549763,-93.02740141,20,0.03,-0.26,-0.18,-52,104,-156,-539,321,15,0,0,0,39,0.93,-0.26,0.2,-375,78,0,-524,-206,307,"A"
121,-43.1,170,17,0.11,0.11,-0.16,48,43,-154,163,613,-304,-92.9,57.4,-58.7,27,-0.13,-0.37,0.51,-259,-61,6,-255,223,642,57.32982195,-26.88969503,-92.23193079,18,0.05,-0.21,-0.18,-48,98,-144,-541,310,4,0,0,0,40,0.9,-0.08,0.3,-382,73,3,-523,-225,294,"A"
121,-43.1,171,17,0.11,0.11,-0.16,48,45,-155,161,614,-297,-91.9,57,-58.6,27,-0.22,-0.34,0.38,-253,-61,30,-251,221,639,57.61578527,-27.01165867,-91.89616657,18,0.02,-0.26,-0.08,-48,98,-143,-546,308,9,0,0,0,39,0.92,0.08,0.33,-375,71,5,-513,-230,290,"A"
121,-43.2,171,17,0.13,0.11,-0.15,49,44,-156,162,610,-306,-77.3,54.9,-48.1,24,-1.43,-0.19,0.67,-214,-49,95,-115,162,665,53.38336744,-25.42917863,-96.71783969,18,0.18,-0.06,-0.1,-44,89,-144,-560,283,12,0,0,0,40,1,0.98,0.38,-382,68,3,-515,-238,289,"A"
121,-43.2,171,17,0.13,0.11,-0.15,48,44,-157,162,613,-298,-74,54.3,-45.4,24,-1.64,-0.16,0.62,-210,-46,103,-77,153,664,52.03727318,-29.07003205,-95.95327859,17,0.14,-0.11,-0.03,-49,85,-140,-557,286,15,0,0,0,39,0.98,0.98,0.49,-379,72,6,-519,-225,296,"A"
122,-43.2,171,17,0.08,0.11,-0.18,47,45,-157,166,615,-301,-38.4,31.5,-7.43,15,-2.87,-0.27,0.66,-91,-104,55,480,-7,502,55.91093661,-19.57390353,-97.04066082,17,-0.06,0.18,0.11,-33,90,-140,-555,281,19,0,0,0,40,0.8,2.42,0.34,-359,150,-7,-624,-36,373,"A"
124,-42.4,166,17,0.05,0.11,-0.23,49,44,-157,166,616,-296,-8.37,13.9,-135,28,0.31,-0.55,0.9,-267,-63,-20,-288,245,619,69.28865342,-23.5456112,-82.29956739,18,0.21,0.26,0.03,-42,115,-132,-516,351,24,0,0,0,39,1.2,0.61,0.74,30,375,-41,-42,722,462,"A"
124,-42.3,166,17,0.06,0.1,-0.21,49,44,-158,166,608,-304,-6.63,14.3,-135,29,0.34,-0.56,0.95,-273,-63,-23,-286,248,632,54.41488162,-23.65219739,-96.6416522,19,0.37,0.27,-0.08,-43,95,-151,-518,355,28,0,0,0,40,1.28,0.5,0.82,-13,387,-52,-48,728,447,"A"
123,-42.2,166,17,0.1,0.11,-0.2,49,43,-155,163,610,-290,-2.4,15.7,-136,29,0.45,-0.64,1.23,-275,-64,-30,-297,258,616,61.83082554,-24.39359775,-89.18642943,19,0.51,0.37,-0.26,-45,108,-145,-512,358,20,0,0,0,41,0.98,0.64,0.38,1,394,-66,-48,714,446,"A"
123,-42.3,166,17,0.13,0.11,-0.16,50,45,-153,169,617,-294,3.91,18,-138,29,0.4,-0.63,1.03,-273,-65,-28,-316,275,588,60.11067807,-22.92345438,-91.53693366,20,0.51,0.34,-0.25,-45,112,-157,-504,373,-1,0,0,0,39,0.9,0.59,0.39,11,376,-59,-45,726,456,"A"
123,-42.4,166,17,0.13,0.11,-0.15,47,44,-152,168,611,-301,6.87,19.4,-138,29,0.42,-0.71,1.13,-275,-66,-30,-330,288,594,62.5510387,-17.30718834,-91.43434841,21,0.48,0.26,-0.21,-35,119,-161,-496,377,-15,0,0,0,38,0.87,0.63,0.38,10,371,-50,-42,711,457,"A"
123,-42.4,167,17,0.11,0.11,-0.15,47,44,-153,159,609,-292,8.96,20.3,-139,29,0.37,-0.74,1.2,-277,-61,-31,-340,293,576,65.27714694,-20.55270795,-87.5308895,21,0.39,0.27,-0.15,-42,125,-158,-500,379,4,0,0,0,39,0.88,0.61,0.43,20,377,-46,-43,719,458,"A"
123,-42.5,167,17,0.13,0.11,-0.15,49,45,-157,167,612,-299,14.5,22.8,-140,29,0.18,-0.47,0.82,-279,-49,-35,-343,310,565,65.34865441,-16.4797158,-88.96249144,21,0.13,0.05,-0.16,-34,126,-161,-496,387,-16,0,0,0,38,0.88,0.56,0.43,11,372,-57,-48,715,462,"A"
123,-42.5,167,17,0.13,0.11,-0.15,48,45,-157,169,610,-289,15.2,23,-140,30,0.16,-0.45,0.82,-282,-52,-37,-338,297,571,64.1024257,-14.76671648,-90.73316545,21,0.13,0.02,-0.21,-31,126,-166,-500,390,-18,0,0,0,38,0.88,0.58,0.43,14,372,-57,-47,724,458,"A"
123,-42.6,167,17,0.13,0.11,-0.15,48,45,-158,170,613,-288,17.3,23.6,-139,30,0.14,-0.32,0.49,-286,-54,-32,-327,298,572,63.50780187,-15.85418103,-90.98185548,21,0.03,-0.13,-0.2,-33,124,-165,-502,373,-6,0,0,0,39,0.87,0.58,0.46,17,377,-53,-43,719,465,"A"
123,-42.6,167,17,0.13,0.11,-0.15,47,44,-158,164,603,-305,17.6,23.8,-139,30,0.13,-0.32,0.41,-285,-58,-36,-320,289,576,61.97384414,-16.12503847,-92.40362032,22,0.03,-0.16,-0.26,-34,123,-169,-494,379,5,0,0,0,39,0.87,0.56,0.44,15,376,-55,-41,720,458,"A"
123,-42.6,167,17,0.11,0.11,-0.15,46,44,-159,167,616,-295,18.4,24.3,-138,30,0.13,-0.48,0.54,-279,-76,-36,-317,280,589,60.32870002,-22.27535128,-91.61922592,20,-0.05,-0.24,-0.28,-44,113,-158,-512,371,4,0,0,0,39,0.87,0.56,0.43,15,378,-60,-44,715,458,"A"
123,-42.6,167,17,0.11,0.11,-0.16,48,44,-154,159,609,-298,23.1,26.4,-138,29,0.21,-0.83,1.41,-279,-65,-32,-318,298,583,59.46119813,-25.69781396,-90.822299,20,-0.02,-0.34,-0.31,-49,108,-152,-519,340,10,0,0,0,38,0.93,0.53,0.44,9,369,-61,-42,717,456,"A"
123,-42.6,167,17,0.11,0.11,-0.16,50,45,-157,163,610,-302,24.1,26.9,-138,29,0.21,-0.75,1.2,-276,-46,-27,-320,299,572,57.69696434,-26.0232283,-92.33813615,20,0.02,-0.35,-0.33,-50,106,-155,-531,338,19,0,0,0,38,0.93,0.59,0.46,7,368,-60,-36,721,461,"A"
123,-42.7,167,17,0.11,0.11,-0.16,48,44,-157,162,614,-294,25.6,27.7,-137,28,0.19,-0.55,0.85,-273,-25,-34,-325,301,575,60.07520337,-24.2335091,-90.95624563,19,0.05,-0.39,-0.26,-45,106,-148,-534,329,17,0,0,0,39,0.9,0.59,0.49,11,375,-61,-41,720,461,"A"
123,-42.7,167,17,0.13,0.11,-0.16,47,47,-157,166,605,-292,26.8,28.4,-136,28,0.26,-0.39,0.69,-271,-36,-40,-313,315,577,59.15504954,-27.99070736,-89.90798923,20,0.1,-0.31,-0.26,-54,109,-153,-542,319,25,0,0,0,39,0.88,0.56,0.49,13,380,-63,-40,717,453,"A"
123,-42.7,167,17,0.11,0.11,-0.16,47,45,-157,164,611,-290,27.4,28.8,-134,29,0.29,-0.32,0.62,-274,-43,-40,-314,304,582,60.77394019,-26.75380948,-89.02233055,19,0.14,-0.27,-0.21,-50,108,-147,-535,308,23,0,0,0,39,0.9,0.56,0.48,14,381,-65,-41,716,463,"A"
124,-42.5,165,17,0.14,0.13,-0.15,52,46,-152,168,611,-305,-48.6,17.7,-132,27,0.67,-0.75,1.1,-253,-63,4,-254,220,639,34.96416145,-30.36051801,-109.8792366,16,0.11,-0.08,-0.02,-48,55,-143,-578,232,45,0,0,0,39,0.85,0.83,0.31,3,377,-59,-56,721,476,"A"
124,-42.6,166,17,0.08,0.11,-0.16,48,44,-155,165,618,-303,-39,16,-134,28,0.29,-0.45,0.77,-270,-64,-12,-294,229,621,42.89426624,-32.71912981,-101.7361104,16,-0.02,0.24,-0.03,-51,66,-135,-579,228,49,0,0,0,39,1.03,0.51,0.39,24,378,-46,-29,716,506,"A"
124,-42.6,166,17,0.08,0.11,-0.16,48,43,-156,168,607,-311,-38.3,15.8,-134,28,0.26,-0.45,0.74,-270,-65,-9,-295,230,635,41.1176305,-31.75670032,-103.8860758,16,0,0.19,0,-50,64,-138,-576,236,54,0,0,0,38,1.04,0.47,0.39,28,371,-46,-41,722,499,"A"
124,-42.5,166,17,0.08,0.11,-0.16,48,45,-157,169,609,-297,-36.3,15.3,-134,28,0.22,-0.45,0.74,-268,-68,-14,-292,232,627,38.34262598,-37.64809154,-101.8649237,16,0.1,0.18,0,-57,58,-132,-567,244,49,0,0,0,37,1.25,0.42,0.66,31,360,-48,-39,727,503,"A"
124,-42.5,166,17,0.08,0.11,-0.18,47,45,-157,163,616,-302,-34.9,14.9,-133,28,0.19,-0.45,0.75,-268,-66,-15,-293,227,641,41.74893773,-36.35165205,-100.1208354,16,0.08,0.1,-0.03,-57,65,-135,-571,244,54,0,0,0,38,1.27,0.32,0.84,27,364,-56,-45,717,492,"A"
124,-42.5,166,17,0.08,0.11,-0.16,48,45,-157,166,607,-303,-34.2,14.7,-133,28,0.18,-0.47,0.77,-267,-66,-10,-288,226,626,40.00216949,-32.0730187,-104.5985015,17,0.11,0.05,-0.02,-51,63,-140,-574,247,44,0,0,0,38,1.22,0.29,0.85,9,368,-63,-54,724,487,"A"
124,-42.5,166,17,0.1,0.11,-0.18,49,45,-158,167,606,-301,-32,14.2,-133,28,0.19,-0.47,0.77,-269,-68,-15,-281,227,625,35.07921651,-30.9664371,-109.3590463,16,0.16,-0.06,0.07,-47,53,-137,-567,240,61,0,0,0,40,0.98,0.42,0.54,-8,383,-82,-60,727,471,"A"
124,-42.5,166,17,0.11,0.13,-0.18,50,44,-157,169,609,-306,-31.3,14,-133,28,0.19,-0.47,0.77,-268,-68,-15,-282,231,631,32.72654494,-36.74887996,-106.7758201,16,0.19,-0.08,0.02,-57,51,-139,-573,241,45,0,0,0,40,0.82,0.59,0.33,-26,385,-86,-58,732,477,"A"
124,-42.5,166,17,0.13,0.11,-0.16,52,43,-155,169,613,-305,-30.6,13.8,-133,28,0.18,-0.47,0.77,-266,-70,-13,-278,229,625,37.20171027,-38.5507691,-102.0431539,16,0.19,-0.05,-0.05,-60,58,-136,-575,232,61,0,0,0,40,0.63,0.69,0.11,-12,388,-81,-55,726,488,"A"
124,-42.6,166,17,0.16,0.11,-0.15,52,44,-155,168,611,-300,-29.1,13.5,-133,28,0.21,-0.5,0.8,-264,-69,-14,-279,221,621,39.44823357,-35.45166111,-102.6409363,16,0.19,-0.02,-0.13,-56,62,-138,-577,232,58,0,0,0,39,0.55,0.69,-0.15,19,371,-67,-52,728,511,"A"
124,-42.8,167,17,0.14,0.11,-0.15,47,43,-153,175,612,-293,-25.2,13,-133,28,0.21,-0.5,0.84,-262,-67,-18,-280,224,625,48.18246817,-32.50626192,-97.30390172,16,0.14,0.22,0,-51,74,-132,-569,242,48,0,0,0,37,1.09,0.48,0.51,27,366,-11,-58,733,530,"A"
124,-42.8,167,17,0.14,0.11,-0.15,49,42,-157,169,613,-304,-23.7,12.7,-133,28,0.19,-0.5,0.77,-265,-66,-19,-271,227,629,50.28001282,-33.14623533,-95.0257608,16,0.14,0.26,0.08,-52,77,-130,-571,248,48,0,0,0,37,1.19,0.45,0.62,23,357,-30,-63,740,528,"A"
124,-42.9,167,17,0.11,0.1,-0.18,44,46,-156,168,612,-303,-18.6,12.8,-133,28,0.34,-0.58,0.87,-270,-70,-11,-281,224,634,65.23421114,-28.68128835,-83.69500784,17,0.05,0.56,0.18,-48,103,-126,-557,283,38,0,0,0,39,1.49,0.59,1.07,5,381,-63,-61,721,469,"A"
124,-42.9,167,17,0.08,0.11,-0.18,43,46,-157,166,612,-303,-17,13,-134,28,0.34,-0.59,0.87,-268,-69,-10,-278,233,625,56.53084787,-31.46691449,-90.37599906,17,0.1,0.53,0.21,-52,90,-132,-542,291,48,0,0,0,41,1.38,0.61,0.94,-1,397,-64,-57,721,459,"A"
124,-42.8,167,17,0.05,0.11,-0.21,43,49,-158,167,605,-289,-15.4,13.1,-134,28,0.29,-0.59,0.89,-263,-66,-8,-280,225,623,60.23666134,-29.35212562,-88.1246434,17,0.1,0.55,0.18,-48,94,-128,-538,312,38,0,0,0,42,1.2,0.63,0.64,-8,407,-68,-58,719,448,"A"
124,-42.1,165,17,0.08,0.11,-0.18,49,47,-154,173,616,-294,-62.8,24.9,-126,22,0.71,-0.27,-0.02,-205,-62,3,-105,202,663,56.76605837,-24.85010353,-93.81938287,18,0.16,0.11,0.05,-43,94,-141,-568,277,70,0,0,0,40,0.95,0.67,0.48,-7,391,-61,-85,726,428,"A"
124,-42.1,165,17,0.11,0.11,-0.18,50,42,-155,168,613,-299,-62.3,24.9,-126,27,0.51,-0.39,0.51,-255,-64,14,-140,169,668,51.01633301,-29.2435497,-96.7856197,17,0.1,0.02,0.13,-49,83,-140,-559,278,56,0,0,0,41,0.87,0.66,0.36,-13,398,-54,-88,720,425,"A"
